society,price,sector,pricePerSqft,propertyType,area,superbuilt,carpet,builtup,bedRooms,bathRooms,address,floorNum,facing,agePossesion,balcony,pooja room,servant room,study room,others,store room,furnishType,luxuryScore,areaToBedRatio
  pyramid urban homes,0.73,sector 70,,flat,,,,,2.0,2.0,"Pyramid Urban Homes Sector 70A, Gurgaon",5.0,north,relatively new property,,0,0,0,1,0,1,63,
  emaar mgf emerald estate,2.55,sector 65,18279.57,flat,1395.0,1395.0,906.75,1116.0,3.0,3.0,"Emaar MGF Emerald Estate Sector 65, Gurgaon",5.0,east,relatively new property,,0,1,0,0,0,2,74,465.0
"  rwa sector 17a, sector 17, gurgaon",2.15,sector 17,,house,,,,,4.0,4.0,"  rwa sector 17a, sector 17, gurgaon",3.0,west,old property,2,0,0,0,0,1,2,45,
  dlf new town heights,2.01,sector 91,10414.51,flat,1930.0,1930.0,1254.5,1544.0,3.0,3.0,"DLF New Town Heights Sector 91, Gurgaon",11.0,east,moderatly old property,,0,1,0,0,0,2,49,643.3333333333334
  tata primanti,6.8,sector 72,20268.26,flat,3355.0,3355.0,2348.5,2851.75,4.0,4.0,"Tata Primanti Sector 72, Gurgaon",9.0,north-east,relatively new property,,0,1,0,0,0,1,221,838.75
  pareena coban residences,2.1,sector 99,10515.77,flat,1997.0,1997.0,1298.05,1597.6000000000001,3.0,5.0,"Pareena Coban Residences Sector 99A, Gurgaon",9.0,north,relatively new property,,0,1,0,0,0,1,181,665.6666666666666
  emaar mgf the palm drive,4.57,sector 66,20772.73,flat,2200.0,2200.0,1430.0,1760.0,3.0,4.0,"Emaar MGF The Palm Drive Sector 66, Gurgaon",6.0,north-east,relatively new property,,0,1,0,0,0,2,221,733.3333333333334
  bestech altura,2.67,sector 79,12418.6,flat,2150.0,2150.0,1397.5,1720.0,3.0,4.0,"Bestech Altura Sector 79, Gurgaon",12.0,east,new property,,0,1,0,0,0,2,70,716.6666666666666
"  sector 17b, gurgaon",7.19,sector 17,,house,,,,,3.0,3.0,"  sector 17b, gurgaon",1.0,west,old property,2,0,0,0,0,1,1,33,
  ireo skyon,4.8,sector 60,23471.88,flat,2045.0,2045.0,1329.25,1636.0,3.0,4.0,"Ireo Skyon Sector 60, Gurgaon",8.0,north-east,moderatly old property,,0,1,0,0,0,1,137,681.6666666666666
  central park resorts,7.0,sector 48,32007.32,flat,2187.0,2187.0,1421.55,1749.6000000000001,3.0,3.0,"Central Park Resorts Sector 48, Gurgaon",8.0,east,moderatly old property,,0,1,0,0,0,2,157,729.0
"  block c sector 57, gurgaon",4.5,block c sector 57,9960.16,house,4518.0,5873.400000000001,3840.2999999999997,4518.0,4.0,4.0,"  block c sector 57, gurgaon",4.0,north,relatively new property,2,0,0,0,1,0,2,39,1129.5
  ats triumph,2.6,sector 104,,flat,,,,,3.0,3.0,"ATS Triumph Sector 104, Gurgaon",4.0,east,relatively new property,,1,1,0,0,0,2,70,
"  unitech uniworld resorts, sector 33, gurgaon",11.84,sector 33,26311.11,house,4500.0,5850.0,3825.0,4500.0,5.0,6.0,"  unitech uniworld resorts, sector 33, gurgaon",4.0,north-east,relatively new property,3,1,1,0,0,1,2,181,900.0
"  emaar mgf marbella, sector 66, gurgaon",12.0,sector 66,21818.18,house,5500.0,7150.0,4675.0,5500.0,4.0,5.0,"  emaar mgf marbella, sector 66, gurgaon",3.0,east,moderatly old property,3,1,1,1,0,1,1,148,1375.0
"  ansal sushant lok 2, sector 56, gurgaon",3.2,sector 56,,house,,,,,10.0,10.0,"  ansal sushant lok 2, sector 56, gurgaon",4.0,north-east,relatively new property,2,0,0,0,0,0,0,117,
  vipul greens,3.15,sector 48,16935.48,flat,1860.0,1860.0,1209.0,1488.0,3.0,4.0,"Vipul Greens Sector 48, Gurgaon",5.0,north,moderatly old property,,0,1,1,0,0,2,80,620.0
  brisk lumbi terrace homes,1.78,sector 109,9513.63,flat,1871.0,1871.0,1216.15,1496.8000000000002,3.0,3.0,"Brisk Lumbini Terrace Homes Sector 109, Gurgaon",5.0,north-west,relatively new property,,0,0,0,0,0,2,53,623.6666666666666
"  new colony, gurgaon",4.0,sector 7,,house,,,,,3.0,3.0,"  new colony, gurgaon",2.0,south-west,old property,2,0,0,0,0,0,1,90,
  m3m woodshire,1.4,sector 107,9126.47,flat,1534.0,1534.0,920.4,1150.5,2.0,2.0,"M3M Woodshire Sector 107, Gurgaon",9.0,east,relatively new property,,0,0,1,0,0,1,188,767.0
"  block m dlf phase 2, gurgaon",12.5,sector 25,,house,,,,,10.0,10.0,"  block m dlf phase 2, gurgaon",4.0,east,old property,3+,0,1,1,0,0,1,53,
"  dlf phase 1, gurgaon",6.5,sector 26,,house,,,,,3.0,3.0,"  dlf phase 1, gurgaon",2.0,east,moderatly old property,3,0,1,0,0,0,1,46,
"  ansals palam vihar, palam vihar, gurgaon",6.74,sector 1,,house,,,,,9.0,9.0,"  ansals palam vihar, palam vihar, gurgaon",3.0,north,relatively new property,3,0,0,0,0,0,1,50,
  sbtl caladium,2.5,sector 109,9823.18,flat,2545.0,2545.0,1654.25,2036.0,3.0,3.0,"SBTL Caladium Sector 109, Gurgaon",11.0,east,relatively new property,,0,1,0,0,0,1,211,848.3333333333334
"  international city by sobha phase 2, sector 109, gurgaon",22.0,sector 109,,house,,,,,7.0,8.0,"  international city by sobha phase 2, sector 109, gurgaon",2.0,north-east,relatively new property,3+,0,1,1,0,1,2,180,
  m3m woodshire,2.0,sector 107,8470.99,flat,2361.0,2361.0,1534.65,1888.8000000000002,3.0,4.0,"M3M Woodshire Sector 107, Gurgaon",1.0,south-east,relatively new property,,1,1,0,0,0,2,221,787.0
  bptp terra,2.4,sector 37,13252.35,flat,1811.0,1811.0,1177.15,1448.8000000000002,3.0,3.0,"BPTP Terra Sector 37D, Gurgaon",9.0,north-east,new property,,0,0,0,1,1,0,177,603.6666666666666
  bptp park prime,3.1,sector 66,15033.95,flat,2062.0,2062.0,1443.3999999999999,1752.7,4.0,3.0,"BPTP Park Prime Sector 66, Gurgaon",10.0,north,moderatly old property,,1,0,1,0,0,1,221,515.5
  m3m woodshire,2.19,sector 107,9275.73,flat,2361.0,2361.0,1534.65,1888.8000000000002,3.0,4.0,"M3M Woodshire Sector 107, Gurgaon",5.0,north,relatively new property,,0,1,0,0,0,1,124,787.0
"  unitech south city 2, sector 50, gurgaon",8.5,sector 50,,house,,,,,4.0,3.0,"  unitech south city 2, sector 50, gurgaon",2.0,north-east,old property,3,0,0,1,0,0,2,137,
"  palam vihar, gurgaon",6.5,sector 1,,house,,,,,9.0,8.0,"  palam vihar, gurgaon",3.0,north,moderatly old property,3+,1,0,0,0,1,2,26,
"  sector 95b, gurgaon",0.95,sector 95b,5277.78,house,1800.0,2340.0,1530.0,1800.0,5.0,4.0,"  sector 95b, gurgaon",2.0,east,relatively new property,2,0,0,0,0,0,1,7,720.0
  ramprastha the edge towers,1.41,sector 37,8417.91,flat,1675.0,1675.0,1088.75,1340.0,3.0,3.0,"Ramprastha The Edge Towers Sector 37D, Gurgaon",11.0,north-east,relatively new property,,0,0,0,0,0,2,124,558.3333333333334
  ambience creacions,5.56,sector 22,17993.53,flat,3090.0,3090.0,2008.5,2472.0,3.0,5.0,"Ambience Creacions Sector 22, Gurgaon",15.0,north-east,relatively new property,,0,1,0,0,0,0,189,1030.0
  m3m heights,2.42,sector 65,18473.28,flat,1310.0,1310.0,786.0,982.5,2.0,2.0,"M3M Heights Sector 65, Gurgaon",2.0,south-east,relatively new property,,0,0,0,0,0,1,125,655.0
"  vipul tatvam villa, sector 48, gurgaon",16.0,sector 48,35555.56,house,4500.0,5850.0,3825.0,4500.0,4.0,5.0,"  vipul tatvam villa, sector 48, gurgaon",3.0,east,relatively new property,3+,1,1,1,1,0,1,63,1125.0
"  emaar mgf marbella, sector 66, gurgaon",19.0,sector 66,,house,,,,,5.0,6.0,"  emaar mgf marbella, sector 66, gurgaon",3.0,north-east,new property,3+,1,1,0,0,1,1,207,
  experion wdchants,4.25,sector 112,17410.9,flat,2441.0,2441.0,1464.6,1830.75,2.0,2.0,"Experion Windchants Sector 112, Gurgaon",24.0,na,relatively new property,,0,0,0,1,0,2,87,1220.5
"  uppal southend, uppals southend, gurgaon",9.75,sector 49,17727.27,house,5500.0,7150.0,4675.0,5500.0,5.0,6.0,"  uppal southend, uppals southend, gurgaon",3.0,north,moderatly old property,3+,1,0,1,0,0,1,63,1100.0
"  nirvana country, gurgaon",10.75,sector 50,,house,,,,,5.0,6.0,"  nirvana country, gurgaon",3.0,north-east,moderatly old property,3+,1,1,0,0,0,1,199,
  unitech escape,3.45,sector 50,16829.27,flat,2050.0,2050.0,1332.5,1640.0,3.0,4.0,"Unitech Escape Nirvana Country, Gurgaon",4.0,east,old property,,1,1,0,0,0,1,171,683.3333333333334
  emaar palm gardens,2.55,sector 83,13421.05,flat,1900.0,1900.0,1235.0,1520.0,3.0,3.0,"Emaar Palm Gardens Sector 83, Gurgaon",11.0,north-east,relatively new property,,0,1,0,0,0,2,194,633.3333333333334
  tulip yellow,2.39,sector 69,14025.82,flat,1704.0,1704.0,1107.6000000000001,1363.2,3.0,3.0,"Tulip Yellow Sector 69, Gurgaon",3.0,east,relatively new property,,0,0,0,0,0,2,221,568.0
"  emaar mgf marbella, sector 66, gurgaon",14.0,sector 66,,house,,,,,4.0,4.0,"  emaar mgf marbella, sector 66, gurgaon",2.0,north,relatively new property,3+,0,1,0,0,0,1,207,
  ramprastha primera,1.66,sector 37,9352.11,flat,1775.0,1775.0,1153.75,1420.0,3.0,3.0,"Ramprastha Primera Sector 37D, Gurgaon",5.0,east,relatively new property,,0,0,0,0,0,2,139,591.6666666666666
  m3m woodshire,1.78,sector 107,9161.09,flat,1943.0,1943.0,1262.95,1554.4,3.0,3.0,"M3M Woodshire Sector 107, Gurgaon",5.0,north,relatively new property,,0,0,0,0,0,2,130,647.6666666666666
  emaar palm gardens,2.7,sector 83,14210.53,flat,1900.0,1900.0,1235.0,1520.0,3.0,4.0,"Emaar Palm Gardens Sector 83, Gurgaon",10.0,north-east,relatively new property,,0,1,1,0,0,1,111,633.3333333333334
  paras dews,1.45,sector 106,10469.31,flat,1385.0,1385.0,831.0,1038.75,2.0,2.0,"Paras Dews Sector 106, Gurgaon",4.0,south-east,relatively new property,,0,0,1,0,0,2,93,692.5
  bestech park view ananda,2.06,sector 81,11508.38,flat,1790.0,1790.0,1163.5,1432.0,3.0,3.0,"Bestech Park View Ananda Sector 81, Gurgaon",12.0,west,relatively new property,,0,0,0,0,0,2,172,596.6666666666666
"  a block  palam vihar , palam vihar, gurgaon",2.25,sector 1,,house,,,,,4.0,4.0,"  a block  palam vihar , palam vihar, gurgaon",4.0,east,relatively new property,2,1,1,0,0,0,1,207,
  godrej meridien,2.8,sector 106,15094.34,flat,1855.0,1855.0,1205.75,1484.0,3.0,3.0,"Godrej Meridien Sector 106, Gurgaon",8.0,east,relatively new property,,0,0,0,0,0,2,125,618.3333333333334
"  emaar mgf marbella, sector 66, gurgaon",12.0,sector 66,,house,,,,,4.0,6.0,"  emaar mgf marbella, sector 66, gurgaon",3.0,north,new property,3+,1,1,0,0,0,2,153,
  paras dews,1.75,sector 106,9943.18,flat,1760.0,1760.0,1144.0,1408.0,3.0,4.0,"Paras Dews Sector 106, Gurgaon",11.0,north-east,relatively new property,,0,1,1,0,0,1,203,586.6666666666666
  vatika sovereign park,3.4,sector 99,12363.64,flat,2750.0,2750.0,1787.5,2200.0,3.0,4.0,"Vatika Sovereign Park Sector 99, Gurgaon",1.0,north,new property,,0,1,0,0,0,2,141,916.6666666666666
"  sobha international city phase 3, sector 109, gurgaon",15.0,sector 109,33333.33,house,4500.0,5850.0,3825.0,4500.0,5.0,5.0,"  sobha international city phase 3, sector 109, gurgaon",2.0,east,new property,3,0,0,0,1,0,2,63,900.0
"  dlf gardencity enclave, sector 93, gurgaon",1.85,sector 93,,house,,,,,3.0,3.0,"  dlf gardencity enclave, sector 93, gurgaon",4.0,east,under construction,2,0,0,0,0,0,1,199,
  experion wdchants,11.75,sector 112,13799.18,flat,8515.0,8515.0,5960.5,7237.75,5.0,6.0,"Experion Windchants Sector 112, Gurgaon",25.0,east,new property,,0,1,1,0,0,1,197,1703.0
"  sushant lok 3 extension, gurgaon",6.7,sector 57,,house,,,,,4.0,6.0,"  sushant lok 3 extension, gurgaon",3.0,east,relatively new property,2,1,1,1,0,0,1,63,
  dlf new town heights 1,2.4,sector 90,10152.28,flat,2364.0,2364.0,1654.8,2009.3999999999999,4.0,4.0,"DLF New Town Heights 1 Sector 90, Gurgaon",10.0,north-east,relatively new property,,1,1,0,0,0,2,167,591.0
  central park flower valley aqua front towers,2.62,sector 33,14645.05,flat,1789.0,1789.0,1162.8500000000001,1431.2,3.0,3.0,"Central Park Flower Valley Aqua Front Towers Sector-33 Sohna, Gurgaon",8.0,east,new property,,0,0,0,0,0,1,183,596.3333333333334
"  sector 5, gurgaon",3.22,sector 5,,house,,,,,2.0,2.0,"  sector 5, gurgaon",1.0,east,old property,2,0,0,1,0,0,2,28,
  anant raj estates,4.1,sector 63,,flat,,,,,3.0,3.0,"Anant Raj Estates Sector 63A, Gurgaon",3.0,east,relatively new property,,0,1,0,0,0,2,101,
  bestech park view grand spa,4.6,sector 81,13256.48,flat,3470.0,3470.0,2429.0,2949.5,4.0,6.0,"Bestech Park View Grand Spa Sector 81, Gurgaon",8.0,north,moderatly old property,,0,1,1,0,0,1,145,867.5
"  sushant lok 1 , sushant lok phase 1, gurgaon",12.5,sector 43,,house,,,,,9.0,10.0,"  sushant lok 1 , sushant lok phase 1, gurgaon",2.0,east,old property,3+,1,1,1,1,0,1,63,
  la vida by tata housg,3.15,sector 113,,flat,,,,,3.0,4.0,"La Vida by Tata Housing Sector 113, Gurgaon",16.0,east,relatively new property,,0,1,0,0,0,2,38,
"  vipul tatvam villa, sector 48, gurgaon",12.0,sector 48,,house,,,,,4.0,4.0,"  vipul tatvam villa, sector 48, gurgaon",2.0,north,moderatly old property,3+,0,1,0,0,1,0,207,
  shapoorji pallonji joyville gurugram,2.45,sector 102,14479.91,flat,1692.0,1692.0,1099.8,1353.6000000000001,3.0,3.0,"Shapoorji Pallonji Joyville Gurugram Sector 102, Gurgaon",10.0,south,relatively new property,,0,0,0,0,0,2,203,564.0
  emaar palm gardens,2.65,sector 83,,flat,,,,,3.0,3.0,"Emaar Palm Gardens Sector 83, Gurgaon",7.0,north,moderatly old property,,0,1,0,0,0,1,195,
  ramprastha the edge towers,1.45,sector 37,8656.72,flat,1675.0,1675.0,1088.75,1340.0,3.0,3.0,"Ramprastha The Edge Towers Sector 37D, Gurgaon",4.0,east,new property,,0,0,0,0,0,2,195,558.3333333333334
"  vipul tatvam villa, sector 48, gurgaon",11.38,sector 48,22760.0,house,5000.0,6500.0,4250.0,5000.0,4.0,4.0,"  vipul tatvam villa, sector 48, gurgaon",2.0,north,moderatly old property,3+,1,1,1,1,0,0,63,1250.0
  shapoorji pallonji joyville gurugram,2.5,sector 102,13683.63,flat,1827.0,1827.0,1187.55,1461.6000000000001,3.0,3.0,"Shapoorji Pallonji Joyville Gurugram Sector 102, Gurgaon",8.0,east,new property,,1,1,1,0,0,2,81,609.0
"  vipul tatvam villa, sector 48, gurgaon",11.25,sector 48,,house,,,,,4.0,5.0,"  vipul tatvam villa, sector 48, gurgaon",3.0,east,relatively new property,3+,1,1,1,1,0,2,63,
  paras dews,1.7,sector 106,9659.09,flat,1760.0,1760.0,1144.0,1408.0,3.0,4.0,"Paras Dews Sector 106, Gurgaon",11.0,north-west,relatively new property,,0,1,1,0,0,1,211,586.6666666666666
"  rajendra park, gurgaon",0.65,sector 105,7222.22,house,900.0,1125.0,720.0,900.0,3.0,1.0,"  rajendra park, gurgaon",2.0,west,old property,1,0,1,0,0,1,2,18,300.0
  m3m golfestate,8.6,sector 65,24501.42,flat,3510.0,3510.0,2457.0,2983.5,4.0,4.0,"M3M Golfestate Sector 65, Gurgaon",21.0,north,relatively new property,,1,1,1,0,1,0,221,877.5
  antriksh heights,1.5,sector 84,8219.18,flat,1825.0,1825.0,1186.25,1460.0,3.0,3.0,"Antriksh Heights Sector 84, Gurgaon",7.0,west,relatively new property,,0,0,0,0,0,2,61,608.3333333333334
  godrej meridien,2.0,sector 106,,flat,,,,,2.0,3.0,"Godrej Meridien Sector 106, Gurgaon",7.0,north-east,relatively new property,,0,1,0,0,0,1,203,
"  sector 51, gurgaon",4.0,sector 51,,house,,,,,6.0,6.0,"  sector 51, gurgaon",3.0,east,new property,3+,1,0,0,0,0,0,63,
"  dlf phase 4, gurgaon",13.0,sector 28,,house,,,,,8.0,7.0,"  dlf phase 4, gurgaon",3.0,north,moderatly old property,3+,0,1,0,0,0,2,149,
  m3m woodshire,1.8,sector 107,9264.02,flat,1943.0,1943.0,1262.95,1554.4,3.0,3.0,"M3M Woodshire Sector 107, Gurgaon",12.0,north-east,relatively new property,,0,0,0,0,0,1,203,647.6666666666666
  emaar mgf the palm drive,7.6,sector 66,19000.0,flat,4000.0,4000.0,2800.0,3400.0,4.0,4.0,"Emaar MGF The Palm Drive Sector 66, Gurgaon",1.0,south,moderatly old property,,0,1,0,0,0,1,205,1000.0
  vipul greens,3.25,sector 48,17150.4,flat,1895.0,1895.0,1231.75,1516.0,3.0,4.0,"Vipul Greens Sector 48, Gurgaon",10.0,north,old property,,0,1,1,0,0,1,188,631.6666666666666
  dlf the ultima,4.73,sector 81,16469.36,flat,2872.0,2872.0,2010.3999999999999,2441.2,4.0,4.0,"DLF The Ultima Sector 81, Gurgaon",10.0,west,relatively new property,,0,1,0,0,0,0,221,718.0
"  dlf city plots, dlf phase 1, gurgaon",5.13,sector 26,,house,,,,,4.0,4.0,"  dlf city plots, dlf phase 1, gurgaon",2.0,north-east,moderatly old property,3+,0,0,0,0,1,2,141,
  tulip yellow,2.35,sector 69,13791.08,flat,1704.0,1704.0,1107.6000000000001,1363.2,3.0,3.0,"Tulip Yellow Sector 69, Gurgaon",3.0,east,relatively new property,,0,0,0,0,0,2,221,568.0
  experion the heartsong,2.3,sector 108,11482.78,flat,2003.0,2003.0,1301.95,1602.4,3.0,4.0,"Experion The Heartsong Sector 108, Gurgaon",7.0,north-east,relatively new property,,0,1,0,0,0,2,141,667.6666666666666
"  cyber city, t block, dlf phase 3, gurgaon",8.36,sector 23,29058.05,house,2877.0,3740.1,2445.45,2877.0,6.0,6.0,"  cyber city, t block, dlf phase 3, gurgaon",2.0,north-east,moderatly old property,3+,0,1,0,0,0,1,166,479.5
"  ardee city, gurgaon",7.85,sector 52,29074.07,house,2700.0,3510.0,2295.0,2700.0,9.0,9.0,"  ardee city, gurgaon",3.0,east,old property,3+,0,1,0,0,0,1,67,300.0
  adani m2k oyster grande,2.2,sector 102,13025.46,flat,1689.0,1689.0,1097.8500000000001,1351.2,3.0,3.0,"Adani M2K Oyster Grande Sector 102, Gurgaon",9.0,north,new property,,1,0,0,0,0,2,91,563.0
  emaar palm gardens,2.3,sector 83,13372.09,flat,1720.0,1720.0,1118.0,1376.0,3.0,3.0,"Emaar Palm Gardens Sector 83, Gurgaon",5.0,west,relatively new property,,0,1,0,0,0,1,221,573.3333333333334
  bestech park view ananda,1.86,sector 81,11204.82,flat,1660.0,1660.0,1079.0,1328.0,3.0,2.0,"Bestech Park View Ananda Sector 81, Gurgaon",5.0,north-west,moderatly old property,,0,0,0,0,0,1,110,553.3333333333334
  godrej icon,2.1,sector 88,11506.85,flat,1825.0,1825.0,1186.25,1460.0,3.0,3.0,"Godrej Icon Sector 88A, Gurgaon",8.0,east,relatively new property,,0,0,0,0,1,2,194,608.3333333333334
  ats kocoon,2.9,sector 109,13842.48,flat,2095.0,2095.0,1361.75,1676.0,3.0,4.0,"ATS Kocoon Sector 109, Gurgaon",14.0,east,relatively new property,,0,1,0,0,0,1,221,698.3333333333334
"  ardee city, sector 52, gurgaon",6.55,sector 52,,house,,,,,6.0,6.0,"  ardee city, sector 52, gurgaon",3.0,east,moderatly old property,3+,1,0,1,0,0,1,28,
"  palm floors 1, sector 45, gurgaon",20.0,sector 45,44444.44,house,4500.0,5850.0,3825.0,4500.0,16.0,20.0,"  palm floors 1, sector 45, gurgaon",4.0,north-east,new property,3+,1,1,1,1,0,0,63,281.25
  msl apartments,1.8,sector 1,6666.67,flat,2700.0,2700.0,1889.9999999999998,2295.0,4.0,4.0,"MSL Apartments Sector 1A IMT Manesar, Gurgaon",6.0,north,moderatly old property,,0,1,0,0,0,2,63,675.0
  godrej oasis,2.0,sector 88,10810.81,flat,1850.0,1850.0,1202.5,1480.0,3.0,3.0,"Godrej Oasis Sector 88A, Gurgaon",8.0,east,relatively new property,,0,0,0,0,1,1,195,616.6666666666666
  m3m merl,5.9,sector 67,18706.4,flat,3154.0,3154.0,2207.7999999999997,2680.9,4.0,4.0,"M3M Merlin Sector 67, Gurgaon",0.0,east,relatively new property,,0,1,0,0,0,1,88,788.5
"  dlf city phase 1, sector 26, gurgaon",25.0,sector 26,55555.56,house,4500.0,5850.0,3825.0,4500.0,7.0,7.0,"  dlf city phase 1, sector 26, gurgaon",2.0,north-east,relatively new property,3,1,1,0,0,0,0,176,642.8571428571429
  ats tourmale,2.06,sector 109,11771.43,flat,1750.0,1750.0,1137.5,1400.0,3.0,3.0,"ATS Tourmaline Sector 109, Gurgaon",19.0,south,relatively new property,,1,0,0,0,0,1,87,583.3333333333334
  puri emerald bay,3.45,sector 104,14081.63,flat,2450.0,2450.0,1592.5,1960.0,3.0,4.0,"Puri Emerald Bay Sector 104, Gurgaon",10.0,west,relatively new property,,0,1,0,0,0,2,77,816.6666666666666
"  international city by sobha phase 1, sector 109, gurgaon",16.25,sector 109,,house,,,,,4.0,4.0,"  international city by sobha phase 1, sector 109, gurgaon",3.0,north-east,relatively new property,3,0,1,0,0,0,1,207,
  conscient elevate,5.4,sector 59,23529.41,flat,2295.0,2295.0,1491.75,1836.0,3.0,4.0,"Conscient Elevate Sector 59, Gurgaon",17.0,north-east,new property,,1,1,0,0,0,1,201,765.0
  aipl the peaceful homes,4.72,sector 70,16136.75,flat,2925.0,2925.0,2047.4999999999998,2486.25,4.0,5.0,"AIPL The Peaceful Homes Sector 70A, Gurgaon",21.0,north-east,relatively new property,,0,1,0,0,0,1,213,731.25
  m3m heights,3.5,sector 65,,flat,,,,,3.0,3.0,"M3M Heights Sector 65, Gurgaon",5.0,north-west,relatively new property,,0,0,1,0,0,0,46,
  bestech park view grand spa,5.3,sector 81,12619.05,flat,4200.0,4200.0,2940.0,3570.0,4.0,6.0,"Bestech Park View Grand Spa Sector 81, Gurgaon",20.0,west,relatively new property,,0,1,0,0,0,0,188,1050.0
"  dlf city plots, dlf phase 1, gurgaon",19.0,sector 26,42054.01,house,4518.0,5873.400000000001,3840.2999999999997,4518.0,5.0,6.0,"  dlf city plots, dlf phase 1, gurgaon",4.0,east,moderatly old property,3+,1,1,1,0,1,1,148,903.6
"  unitech deerwood chase, nirvana country, gurgaon",12.0,sector 50,,house,,,,,4.0,5.0,"  unitech deerwood chase, nirvana country, gurgaon",2.0,north-east,old property,3+,0,1,0,0,1,2,161,
"  block b sushant lok 3, gurgaon",7.5,sector 57,,house,,,,,8.0,8.0,"  block b sushant lok 3, gurgaon",3.0,north-west,relatively new property,3+,0,0,0,1,0,1,79,
  pareena express heights,2.18,sector 99,10139.53,flat,2150.0,2150.0,1397.5,1720.0,3.0,3.0,"Pareena Express Heights Sector 99, Gurgaon",7.0,north-east,relatively new property,,0,1,0,0,0,2,187,716.6666666666666
  central park flower valley aqua front towers,2.75,sector 33,12886.6,flat,2134.0,2134.0,1387.1000000000001,1707.2,3.0,3.0,"Central Park Flower Valley Aqua Front Towers Sector-33 Sohna, Gurgaon",7.0,north,new property,,0,1,0,0,0,2,203,711.3333333333334
"  ats marigold, sector 89 a, gurgaon",7.5,sector 89,9834.78,house,7626.0,9913.800000000001,6482.099999999999,7626.0,4.0,4.0,"  ats marigold, sector 89 a, gurgaon",2.0,north-east,under construction,3+,0,1,0,0,0,2,207,1906.5
  dlf the skycourt,2.27,sector 86,11767.76,flat,1929.0,1929.0,1253.8500000000001,1543.2,3.0,4.0,"DLF The Skycourt Sector 86, Gurgaon",7.0,east,relatively new property,,0,0,1,0,0,2,211,643.0
"  suncity, gurgaon",15.51,sector 54,,house,,,,,6.0,7.0,"  suncity, gurgaon",3.0,north-east,relatively new property,3,1,1,1,0,1,1,190,
  tata primanti,5.5,sector 72,18932.87,flat,2905.0,2905.0,2033.4999999999998,2469.25,4.0,5.0,"Tata Primanti Sector 72, Gurgaon",22.0,east,moderatly old property,,0,1,0,0,0,1,221,726.25
  conscient elevate,6.2,sector 59,,flat,,,,,3.0,3.0,"Conscient Elevate Sector 59, Gurgaon",9.0,east,relatively new property,,1,1,1,0,0,0,39,
"  ansals florence marvel, sushant lok phase 3, gurgaon",7.25,sector 57,21804.51,house,3325.0,4322.5,2826.25,3325.0,5.0,6.0,"  ansals florence marvel, sushant lok phase 3, gurgaon",2.0,east,relatively new property,3+,1,1,1,1,0,0,177,665.0
