,society,price,area,areaWithType,bedRooms,bathRooms,additionalRooms,address,floorNum,facing,agePossesion,nearbyLocation,description,furnishDetails,features,propertyId,links
1858, in Aawas Building,2.3 Crore,,2450.0,4 Bedrooms,4 Bathrooms,Servant Room,"Aawas Building
Sector 39, Gurgaon",7th   of 10 Floors,North-East,10+ Year Old,"['Raheja Mall', 'Rajiv Chowk Mosque', 'Icici bank ATM', 'State bank of india ATM', 'Axis bank ATM', 'Hdfc bank ATM', 'State bank of india ATM', 'Medanta', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Dispencery', 'Sukhmani Hospital Pvt. Ltd', 'Samvit Health Care', 'Bansal Medicare and Maternity Centre', 'Pushpanjali Hospital Gurgaon', 'Pushpanjali Hospital', 'Dayal Eye & Maternity Centre', 'Ahmed Hospital Multi Speciality', 'Smile Plus Dental Clinic', 'Shivam Hospital Gurgaon', 'Airforce Hospital', 'Thakral Nursing and Maternity Home', 'Aarvy Hospital', 'Rajendra Hospital', 'Gurgaon Election Commission', 'Road and Traffic Authority', 'Gardian Pharmacy', 'IBP Petrol Pump', 'India Oil', 'Indian Oil', 'IBP Petrol Station', 'Hdfc bank', 'SRS Cinemas', 'KFC', 'Darbar', 'Om Sweets', 'Fast food', 'Fast Food', 'Bar and restaurant', 'Raj Restaurant', 'Cafe Coffee Day', '32nd Milestone', 'CR Model Public School', 'Kendriya Vidyalaya No.2 Sohna Road', 'Manav Rachna School', 'Delhi Public School Primary Section', 'Amity Global School', 'St. Angels Jr', 'McKinsey & Company', 'Manav Rachna Swimming Pool', 'District library gurgaon']","This lovely 4 bhk apartment/flat in sector 39 gurgaon is available for sale in one of gurgaon's most popular projects, aawas building. The flat is north-East-Facing. Containing 4 bedroom(s), 4 bathrooms and more than 3 balconies, this flat is spread over a carpet area of 2450 sq.Ft. The property is ...","['1 Water Purifier', '6 Fan', '1 Exhaust Fan', '3 Geyser', '14 Light', '1 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '1 Bed', '4 Wardrobe', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",L79834279,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-aawas-building-sector-39-gurgaon-2450-sq-ft-spid-L79834279
1859, in GPL Eden Heights,1.8 Crore,1250.0,1240.0,2 Bedrooms,2 Bathrooms,Pooja Room,"GPL Eden Heights
Sector 70, Gurgaon",9th   of 10 Floors,North,1 to 5 Year Old,"['ILD Trade Centre Mall', 'Southern Peripheral Rd', 'Gurugram University', 'Scottish High International School', 'Park Hospital', 'Indira Gandhi Intl Airport']","This is 2bhk fully furnished in gpl eden heights sector 70 gurgaon
This society has all kinds of amenities like gym club house swimming pool etc
Payment flexible","['2 Wardrobe', '1 Water Purifier', '2 Fan', '1 Exhaust Fan', '2 Geyser', '5 Light', '3 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",Z80786461,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-gpl-eden-heights-sector-70-gurgaon-1250-sq-ft-spid-Z80786461
1860, in GPL Eden Heights,1.75 Crore,1250.0,1240.0,2 Bedrooms,2 Bathrooms,Study Room,"GPL Eden Heights
Sector 70, Gurgaon",8th   of 10 Floors,North,1 to 5 Year Old,"['ILD Trade Centre Mall', 'Southern Peripheral Rd', 'Gurugram University', 'Scottish High International School', 'Park Hospital', 'Indira Gandhi Intl Airport']",This is 2bhk apartment in gpl eden heights sector 70 gurgaon with all kinds of amenities like gym club house swimming pool power backupPayment flexible,"['2 Wardrobe', '2 Fan', '2 Geyser', '5 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",F80786979,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-gpl-eden-heights-sector-70-gurgaon-1250-sq-ft-spid-F80786979
1861, in GPL Eden Heights,2.7 Crore,2150.0,2140.0,3 Bedrooms,3 Bathrooms,Servant Room,"GPL Eden Heights
Sector 70, Gurgaon",5th   of 16 Floors,North,1 to 5 Year Old,"['ILD Trade Centre Mall', 'Southern Peripheral Rd', 'Gurugram University', 'Scottish High International School', 'Park Hospital', 'Indira Gandhi Intl Airport']",This is 3 bhk apartment in gpl eden heights sector 70 gurgaon with all kinds of amenities gym club house swimming pool power backup etcWe have multiple options in similar society,"['3 Wardrobe', '5 Fan', '1 Exhaust Fan', '3 Geyser', '1 Stove', '7 Light', '1 Modular Kitchen', '1 Chimney', '3 AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",X80787263,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-gpl-eden-heights-sector-70-gurgaon-2150-sq-ft-spid-X80787263
1862, in Emaar Emerald Hills,3.01 Crore,,1395.0,3 Bedrooms,3 Bathrooms,Servant Room,"Emaar Emerald Hills
Sector 65, Gurgaon",Ground of 3 Floors,East,1 to 5 Year Old,"['Iffco Chowk', 'M3M Cosmopolitan', 'Sohna Gurgaon Road', 'Pragyanam School', 'Gurugram University', 'CK Birla Hospital, Gurgaon', 'Indira Gandhi Intl Airport', 'Patli Railway Station', 'Intl Tech Park Gurgaon', 'Holiday Inn Express', 'AapnoGhar', 'Teri Golf Course', 'Tau DeviLal Sports Complex']","We are exclusively working in a emerald hills project, at emerald hills sector 65, these are low rise community with gated, power back up, water back up, club of 2.0 acres is also the part of community which host activities like swimming pool, lawn tennis, squash court, gym, sports bar, banquet hall...","['1 Water Purifier', '1 Fridge', '3 Fan', '1 Exhaust Fan', '1 Dining Table', '2 Geyser', '1 Stove', '3 Light', '1 Chimney', '3 TV', '1 Curtains', '3 AC', '1 Modular Kitchen', '3 Wardrobe', '3 Bed', '1 Sofa', '1 Microwave', '1 Washing Machine']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",O80761385,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-emerald-hills-sector-65-gurgaon-1395-sq-ft-spid-O80761385
1863, in Emaar MGF Emerald Floors Premier,3.91 Crore,,1975.0,4 Bedrooms,4 Bathrooms,"Servant Room,Study Room","Emaar MGF Emerald Floors Premier
Sector 65, Gurgaon",2nd   of 4 Floors,East,1 to 5 Year Old,"['WorldMark Gurgaon', 'Sohna Road', 'Golf Course Road', 'CK Birla Hospital', 'Delhi International Airport', 'Lemon Tree Hotel']","Emaar mgf emerald floors premier is a well planned society that offers a pleasant living experience to its residents. This 4 bhk flat in gurgaon is your opportunity to be a part of this community. The floor plan additionally contains 4 bedroom(s), 4 bathrooms and 3 balconies. All in all, the flat is...","['1 Water Purifier', '1 Fridge', '3 Fan', '1 Exhaust Fan', '1 Dining Table', '3 Geyser', '1 Stove', '4 Light', '4 TV', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '3 AC', '3 Wardrobe', '3 Bed', '1 Sofa', '1 Microwave', '1 Washing Machine']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'Bank Attached Property', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",W79979425,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-emerald-floors-premier-sector-65-gurgaon-1975-sq-ft-spid-W79979425
1864, in Emaar MGF Emerald Floors Premier,3.4 Crore,,1975.0,4 Bedrooms,4 Bathrooms,"Servant Room,Study Room","Emaar MGF Emerald Floors Premier
Sector 65, Gurgaon",3rd   of 5 Floors,West,1 to 5 Year Old,"['WorldMark Gurgaon', 'Sohna Road', 'Golf Course Road', 'CK Birla Hospital', 'Delhi International Airport', 'Lemon Tree Hotel']","Emerald floors premier, located in sector 65, 1975 sq ft, and 4bhk plus servant room. These apartments are two apartments per floor, society is gated, water back up, power back up, club with all the amenities like gym, pool, restaurant, banquet hall. This is ground plus 5 society. World mark mall is...","['1 Water Purifier', '2 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '1 Geyser', '1 Stove', '3 Light', '2 AC', '1 TV', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '2 Bed', '1 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",V79611227,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-emerald-floors-premier-sector-65-gurgaon-1975-sq-ft-spid-V79611227
1865, in Emaar MGF Emerald Floors Premier,3.05 Crore,,1650.0,3 Bedrooms,3 Bathrooms,"Servant Room,Study Room","Emaar MGF Emerald Floors Premier
Sector 65, Gurgaon",4th   of 5 Floors,West,1 to 5 Year Old,"['WorldMark Gurgaon', 'Sohna Road', 'Golf Course Road', 'CK Birla Hospital', 'Delhi International Airport', 'Lemon Tree Hotel']","This 3 bhk flat is located in emaar mgf emerald floors premier, which houses some of the most spacious flats in sector 65 gurgaon. This is a west-Facing property. Containing 3 bedroom(s), 3 bathrooms and 3 balconies, this flat is spread over a carpet area of 1650 sq.Ft. This flat is situated on the ...","['1 Water Purifier', '1 Fridge', '5 Fan', '1 Exhaust Fan', '1 Dining Table', '2 Geyser', '1 Stove', '6 Light', '1 Chimney', '4 TV', '1 Curtains', '4 AC', '1 Modular Kitchen', '4 Bed', '3 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",H79978705,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-emerald-floors-premier-sector-65-gurgaon-1650-sq-ft-spid-H79978705
1866, in Emaar MGF Emerald Floors Premier,2.98 Crore,,1650.0,3 Bedrooms,3 Bathrooms,"Servant Room,Study Room","Emaar MGF Emerald Floors Premier
Sector 65, Gurgaon",2nd   of 5 Floors,West,1 to 5 Year Old,"['WorldMark Gurgaon', 'Sohna Road', 'Golf Course Road', 'CK Birla Hospital', 'Delhi International Airport', 'Lemon Tree Hotel']","This beautiful 3 bhk flat in sector 65 gurgaon is situated in emaar mgf emerald floors premier, one of the popular residential society in gurgaon. This residential flat is west-Facing direction. Containing 3 bedroom(s), 3 bathrooms and 3 balconies, this flat is spread over a carpet area of 1650 sq.F...","['1 Water Purifier', '1 Fridge', '3 Fan', '1 Exhaust Fan', '1 Dining Table', '3 Geyser', '1 Stove', '3 Light', '3 TV', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '4 AC', '3 Wardrobe', '4 Bed', '1 Sofa', '1 Microwave', '1 Washing Machine']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",J79978581,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-emerald-floors-premier-sector-65-gurgaon-1650-sq-ft-spid-J79978581
1867, in Emaar MGF Emerald Floors Premier,3.09 Crore,,1650.0,3 Bedrooms,3 Bathrooms,"Servant Room,Study Room","Emaar MGF Emerald Floors Premier
Sector 65, Gurgaon",2nd   of 5 Floors,South-East,1 to 5 Year Old,"['WorldMark Gurgaon', 'Sohna Road', 'Golf Course Road', 'CK Birla Hospital', 'Delhi International Airport', 'Lemon Tree Hotel']","Emerald floors premier, located in sector 65, 1650 sq ft, and 3bhk plus servant room. These apartments are two apartments per floor, society is gated, water back up, power back up, club with all the amenities like gym, pool, restaurant, banquet hall. This is ground plus 5 society. World mark mall is...","['1 Water Purifier', '1 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '1 Geyser', '1 Stove', '2 Light', '1 AC', '1 TV', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '1 Bed', '1 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",P79611051,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-emerald-floors-premier-sector-65-gurgaon-1650-sq-ft-spid-P79611051
1868, in Emaar MGF Emerald Floors Premier,3.79 Crore,,1975.0,4 Bedrooms,4 Bathrooms,"Study Room,Servant Room","Emaar MGF Emerald Floors Premier
Sector 65, Gurgaon",4th   of 5 Floors,West,1 to 5 Year Old,"['WorldMark Gurgaon', 'Sohna Road', 'Golf Course Road', 'CK Birla Hospital', 'Delhi International Airport', 'Lemon Tree Hotel']","This lovely 4 bhk apartment/flat in sector 65 gurgaon is available for sale in one of gurgaon's most popular projects, emaar mgf emerald floors premier. The flat is facing the west direction. Constructed on a carpet area of 1975 sq.Ft., the flat comprises 4 bedroom(s), 4 bathrooms and more than 3 ba...","['1 Water Purifier', '1 Fridge', '4 Fan', '1 Exhaust Fan', '1 Dining Table', '4 Geyser', '1 Stove', '5 Light', '1 Chimney', '3 TV', '1 Curtains', '3 AC', '1 Modular Kitchen', '4 Bed', '3 Wardrobe', '1 Sofa', '1 Microwave', '1 Washing Machine']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",W78608099,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-emerald-floors-premier-sector-65-gurgaon-1975-sq-ft-spid-W78608099
1869, in Bestech Park View Grand Spa,4.1 Crore,3185.0,2870.0,4 Bedrooms,5 Bathrooms,"Servant Room,Study Room","Bestech Park View Grand Spa
Sector 81, Gurgaon",4th   of 19 Floors,North,1 to 5 Year Old,"['Sapphire 83 Mall', 'NH-8, IMT Manesar', 'Dwarka Expressway', ""St. Xavier's High School"", 'Spectra Hospital', 'Indira Gandhi International Airport', 'IMT Manesar', 'Hyatt Regency Gurgaon', 'SkyJumper Trampoline Park', 'National Tennis Academy']","Looking for a 4 bhk property for sale in gurgaon? Buy this 4 bhk flat in bestech park view grand spa that is situated in sector 81 gurgaon. This property faces the north direction. The flat occupies a super built up area of 3185 sq.Ft. That consists of 4 bedrooms, 5 bathrooms and more than 3 balconi...","['4 Wardrobe', '8 Fan', '1 Exhaust Fan', '5 Geyser', '15 Light', '1 Curtains', '6 AC', '1 Modular Kitchen', 'No Bed', 'No Chimney', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",U80872353,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-grand-spa-sector-81-gurgaon-3185-sq-ft-spid-U80872353
