propertName,links,rating,society,price,area,areaWithType,bedRooms,bathRooms,additionalRooms,address,floorNum,facing,agePossesion,nearbyLocation,description,furnishDetails,features,propertyId,flatName,sector
"3 BHK Flatin Sector 82, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-mapsko-royale-ville-sector-82-gurgaon-1790-sq-ft-spid-U79941347,3.9,  Mapsko Royale Ville,1.98,1790.0,1350.0,3 Bedrooms,4 Bathrooms,"Servant Room,Pooja Room","Mapsko Royale Ville Sector 82, Gurgaon",9th   of 18 Floors,North-East,1 to 5 Year Old,Sapphire 83 Mall Golf Course Ext Rd St. Xavier's High School DPG Institute of Technology Miracles Apollo Cradle Indira Gandhi International Airport Imt Manesar Holiday Inn Gurugram Sector 90 SkyJumper Trampoline Park Vishalgarh Farms F9 Go Karting Gurgaon,"Located in the popular residential address of sector 82 gurgaon, mapsko royale ville is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. The flat is north-East-Facing. Constructed on a super built up area of 1790 sq.Ft., ...","['3 Wardrobe', '6 Fan', '1 Exhaust Fan', '2 Geyser', '10 Light', '1 Chimney', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",Centrally Air Conditioned Water purifier Security  Fire Alarm Power Back-up Feng Shui  Vaastu Compliant Private Garden  Terrace Intercom Facility Lift High Ceiling Height Maintenance Staff False Ceiling Lighting Water Storage Separate entry for servant room No open drainage around Bank Attached Property Piped-gas Internetwi-fi connectivity Recently Renovated Visitor Parking Swimming Pool Park Security Personnel Natural Light Airy Rooms Spacious Interiors Low Density Society Waste Disposal Rain Water Harvesting Water softening plant Shopping Centre Fitness Centre  GYM Club house  Community Center,U79941347,"3 BHK flat in  Mapsko Royale Ville ,  Sector 82",82
"4 BHK Flatin Sector 82, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-mapsko-royale-ville-sector-82-gurgaon-3500-sq-ft-spid-F78661961,3.9,  Mapsko Royale Ville,3.25,3500.0,2800.0,4 Bedrooms,6 Bathrooms,Servant Room,"Mapsko Royale Ville Sector 82, Gurgaon",2nd   of 18 Floors,West,1 to 5 Year Old,Sapphire 83 Mall Golf Course Ext Rd St. Xavier's High School DPG Institute of Technology Miracles Apollo Cradle Indira Gandhi International Airport Imt Manesar Holiday Inn Gurugram Sector 90 SkyJumper Trampoline Park Vishalgarh Farms F9 Go Karting Gurgaon,"Check out this 4 bhk apartment for sale in mapsko royale ville, a popular residential project that houses in-Demand flats in sector 82 gurgaon. The flat is facing the north-East direction. Containing 4 bedroom(s), 6 bathrooms and more than 3 balconies, this flat is spread over a super built up area ...","['5 Wardrobe', '12 Fan', '1 Exhaust Fan', '5 Geyser', '15 Light', '1 Chimney', '4 AC', '1 Curtains', '1 Modular Kitchen', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",Centrally Air Conditioned Water purifier Security  Fire Alarm Power Back-up Feng Shui  Vaastu Compliant Private Garden  Terrace Intercom Facility Lift High Ceiling Height Maintenance Staff False Ceiling Lighting Water Storage Separate entry for servant room No open drainage around Bank Attached Property Piped-gas Internetwi-fi connectivity Recently Renovated Visitor Parking Swimming Pool Park Security Personnel Natural Light Airy Rooms Spacious Interiors Low Density Society Waste Disposal Rain Water Harvesting Water softening plant Shopping Centre Fitness Centre  GYM Club house  Community Center,F78661961,"4 BHK flat in  Mapsko Royale Ville ,  Sector 82",82
"2 BHK Flatin Sector 36A, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-krisumi-waterfall-residences-sector-36a-gurgaon-1479-sq-ft-spid-L79821095,3.7,  Krisumi Waterfall Residences,2.66,1479.0,1400.0,2 Bedrooms,2 Bathrooms,Study Room,"Krisumi Waterfall Residences Sector 36A, Gurgaon",16th   of 34 Floors,East,0 to 1 Year Old,Sapphire 83 Dwarka Expressway Sector 86 Rd St. Xaviers High School Gurugram University Kathuria Hospital Indira Gandhi International Airport Gurgaon Railway Station Vatika Business Centre Holiday Inn Gurugram Sector 90 AapnoGhar Amusement Park,"The first indo-Japanese mega real estate jv
 Round the clock security | open & covered parking spaces
 All the lobbies are air-Conditioned
 Water features | seating areas
 Landscape & green areas
 High-Speed elevators with service lift
 Piped gas system","['4 Wardrobe', '4 Fan', '1 Exhaust Fan', '1 Microwave', '4 Light', '4 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No Bed', 'No Dining Table', 'No Geyser', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",Water purifier Centrally Air Conditioned Security  Fire Alarm Feng Shui  Vaastu Compliant Private Garden  Terrace Intercom Facility Lift High Ceiling Height Maintenance Staff False Ceiling Lighting Water Storage Separate entry for servant room No open drainage around Piped-gas Internetwi-fi connectivity Recently Renovated Visitor Parking Swimming Pool Park Security Personnel Natural Light Airy Rooms Spacious Interiors Low Density Society Waste Disposal Rain Water Harvesting Water softening plant Shopping Centre Fitness Centre  GYM Club house  Community Center,L79821095,"2 BHK flat in  Krisumi Waterfall Residences ,  Sector 36A",36
"3 BHK Flatin Sector 88A, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-icon-sector-88a-gurgaon-2059-sq-ft-spid-J79539243,,  Godrej Icon,2.3,2059.0,1800.0,3 Bedrooms,4 Bathrooms,Servant Room,"Godrej Icon Sector 88A, Gurgaon",7th   of 32 Floors,North,1 to 5 Year Old,Park Street Mall Pataudi Road RPS International School SGT University Sukhda Hospital Indira Gandhi International Airport Gurugram Railway Station Oahfeo Workspace Holiday Inn Hotel Nehru Stadium,"Skywalk with helipad
 17000 sqft club aqua
 Car charging facility
 One of the vicinitys tallest towers
 Sky terrace and garden for residents
 Landscaped and organic gardens within the vicinity
 Excellent connectivity
 Godrej icon, sector-88a, gurgaon, haryana","['1 Wardrobe', '1 Exhaust Fan', '3 AC', '1 Chimney', '1 Modular Kitchen', 'No Bed', 'No Curtains', 'No Dining Table', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",Water purifier Security  Fire Alarm Power Back-up Feng Shui  Vaastu Compliant Lift High Ceiling Height Maintenance Staff Water Storage Separate entry for servant room No open drainage around Bank Attached Property Internetwi-fi connectivity Recently Renovated Visitor Parking Swimming Pool Park Security Personnel Natural Light Airy Rooms Low Density Society Waste Disposal Rain Water Harvesting Water softening plant Shopping Centre Fitness Centre  GYM Club house  Community Center,J79539243,"3 BHK flat in  Godrej Icon ,  Sector 88A",88
"2 BHK Flatin Sector 90, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-green-court-sector-90-gurgaon-626-sq-ft-spid-X79496691,3.5,  Green Court,0.68,626.0,600.0,2 Bedrooms,2 Bathrooms,Study Room,"Green Court Sector 90, Gurgaon",12nd   of 14 Floors,North,0 to 1 Year Old,Baba Kanala Chowk Pataudi Rd Gurukul Preschool Yaduvanshi Shiksha Niketan Bharat Ram Global School RPS International School ICICI ATM Silver Streak Hospital Arc Multi Speciality Sanjeevani Hospital HDFC Bank Sai Sports Club cricket ground Nawada Cricket Accadmy HP PETROL PUMP Unnamed Rd INOX Cinema,"Affordable residence with abundant green open space
Good road connectivity to dwarka expressway, manesar, igi airport
Easy accessibility to proposed metro station and isbt
Offers healthy living facilities to the residents within the complex
Well lit and ventilated apartments
Provision for grocery st...","['2 Wardrobe', '1 Exhaust Fan', '2 Geyser', '5 Light', '1 Chimney', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",Feng Shui  Vaastu Compliant Private Garden  Terrace Lift Centrally Air Conditioned Maintenance Staff False Ceiling Lighting Separate entry for servant room No open drainage around Recently Renovated Swimming Pool Park Security Personnel Natural Light Internetwi-fi connectivity Airy Rooms Low Density Society Shopping Centre Fitness Centre  GYM Waste Disposal Club house  Community Center Water softening plant,X79496691,"2 BHK flat in  Green Court ,  Sector 90",90
"2 BHK Flatin Sector 82, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-mapsko-casa-bella-sector-82-gurgaon-1250-sq-ft-spid-H80871209,3.9,  Mapsko Casa Bella,1.35,1250.0,,2 Bedrooms,2 Bathrooms,Others,"Mapsko Casa Bella Sector 82, Gurgaon",Ground of 19 Floors,North-East,1 to 5 Year Old,Vatika City Centre Mall Pataudi Road Broadways International School DPG Institute of Technology Aarvy Healthcare Indira Gandhi International Airport Sultanpur National Park Imt Manesar Holiday Inn Gurugram SkyJumper Trampoline Park HUDA Mini Golf Course,"Situated in sector 82 gurgaon, mapsko casa bella is a well planned society that offers a pleasant living experience to its residents. This 2 bhk flat in gurgaon is your opportunity to be a part of this community. This is a north-East-Facing property. The flat is over 1250 sq.Ft. Super built up area ...","['4 Fan', '1 Geyser', '4 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",Power Back-up Intercom Facility Lift Swimming Pool Park Shopping Centre Fitness Centre  GYM Club house  Community Center Rain Water Harvesting,H80871209,"2 BHK flat in  Mapsko Casa Bella ,  Sector 82",82
"3 BHK Flatin Sector-33 Sohna, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ashiana-anmol-sector-33-sohna-gurgaon-996-sq-ft-spid-Z80341345,,  Ashiana Anmol,1.7,,996.0,3 Bedrooms,3 Bathrooms,Pooja Room,"Ashiana Anmol Sector-33 Sohna, Gurgaon",6th   of 14 Floors,North-East,0 to 1 Year Old,"Airia Mall Badshahpur Sohna Road Highway K. R. Mangalam University Asian Public School Sohna Park Hospital, Q Block South City 2 Indira Gandhi International Airport Gurgaon Railway Station Gurgaon Technology Valley Country Inn & Suites By Radisson","Ashiana anmol is one of the most popular destination for buying apartments/ flats in sector-33 sohna, gurgaon. You too can be a part of this society by purchasing this 3 bhk flat here. This residential flat is north-East-Facing direction. The floor plan additionally contains 3 bedroom(s), 3 bathroom...","['3 Fan', '3 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",Power Back-up Intercom Facility Lift High Ceiling Height Maintenance Staff Piped-gas Swimming Pool Park Security Personnel Natural Light Internetwi-fi connectivity Low Density Society Shopping Centre Fitness Centre  GYM Waste Disposal Club house  Community Center Water softening plant,Z80341345,"3 BHK flat in  Ashiana Anmol ,  Sector-33 Sohna",33
"3 BHK Flatin Sector 37C, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ild-greens-sector-37c-gurgaon-1820-sq-ft-spid-R80194045,4.0,  ILD Greens,1.45,1820.0,,3 Bedrooms,3 Bathrooms,,"ILD Greens Sector 37C, Gurgaon",11st   of 19 Floors,East,0 to 1 Year Old,The Esplanade Mall Gurgaon Road Delhi Jaipur Expressway Green Field Public School Sunrise University K.D. Hospital Indira Gandhi International Airport Gurgaon Railway Station infinity Business Park,"On main road project
3 bhk spacious appartment
Ready to move
Near metro and dwarka expresway","['1 Bed', '3 Fan', '2 Light', '1 TV', '1 AC', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",Power Back-up Feng Shui  Vaastu Compliant Intercom Facility Lift Swimming Pool Visitor Parking Fitness Centre  GYM Club house  Community Center Rain Water Harvesting Water softening plant,R80194045,"3 BHK flat in  ILD Greens ,  Sector 37C",37
"2 BHK Flatin Sector 79, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-godrej-aria-sector-79-gurgaon-1503-sq-ft-spid-E80758921,,  Godrej Aria,1.75,1503.0,1500.0,2 Bedrooms,2 Bathrooms,Study Room,"Godrej Aria Sector 79, Gurgaon",3rd   of 15 Floors,East,1 to 5 Year Old,"Sapphire 83 Mall Delhi Jaipur Expressway Mount Olympus School, Sec 79 Singhania University, Manesar Miracles Apollo Cradle Hospital Indira Gandhi International Airport Garhi Harsaru Junction Eros Corporate Park Savoy Suites, Manesar AapnoGhar Amusement Park Classic Golf & Country Club Nakhrola Stadium",Godrej aria is one of the most popular destination for buying apartments/ flats in sector 79 gurgaon. You too can be a part of this society by purchasing this 2 bhk flat here. This residential flat is east-Facing direction. The flat is over 1503 sq.Ft. Super built up area and comes with 2 bedroom(s)...,"['2 AC', '1 Modular Kitchen', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",Security  Fire Alarm Feng Shui  Vaastu Compliant Intercom Facility Lift Maintenance Staff Water Storage Piped-gas Visitor Parking Swimming Pool Park Security Personnel Low Density Society Shopping Centre Fitness Centre  GYM Rain Water Harvesting Club house  Community Center Water softening plant,E80758921,"2 BHK flat in  Godrej Aria ,  Sector 79",79
"4 BHK Flatin Sector 48, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-city-sector-48-gurgaon-2336-sq-ft-spid-L80620577,4.1,  Bestech Park View City,4.1,2336.0,2300.0,4 Bedrooms,4 Bathrooms,Servant Room,"Bestech Park View City Sector 48, Gurgaon",10th   of 14 Floors,South-East,1 to 5 Year Old,Rapid Metro Sector 56 Sapphire Mall Omaxe Celebration Mall Footprints: Play School & Day Care The Paras World School VIBGYOR High School PNB ATM Polaris Hospital Park Hospital Indira Gandhi International Airport Bank Of Baroda Indian Post Office Badshahpur Police Station Bharat Petrol Pump,"Looking for a 4 bhk property for sale in gurgaon? Buy this 4 bhk flat in bestech park view city that is situated in sector 48 gurgaon. This residential flat is south-East-Facing direction. The floor plan additionally contains 4 bedroom(s), 4 bathrooms and more than 3 balconies. All in all, the flat ...","['4 Wardrobe', '7 Fan', '1 Exhaust Fan', '4 Geyser', '15 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",Feng Shui  Vaastu Compliant Intercom Facility Lift Maintenance Staff Swimming Pool Water Storage Park Visitor Parking Security Personnel Fitness Centre  GYM Club house  Community Center Rain Water Harvesting,L80620577,"4 BHK flat in  Bestech Park View City ,  Sector 48",48
"4 BHK Flatin Sector 102, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-emaar-gurgaon-greens-sector-102-gurgaon-3200-sq-ft-spid-L76765845,4.1,  Emaar Gurgaon Greens,3.5,3200.0,1765.73,4 Bedrooms,5 Bathrooms,Servant Room,"Emaar Gurgaon Greens Sector 102, Gurgaon",14th   of 14 Floors,East,1 to 5 Year Old,JMS Marine Square Mall Dwarka Expressway Basai Road Prime Scholars Int. School DPG Institute of Technology Vibrant Hospital Indira Gandhi International Airport IMT Manesar SkyJumper Trampoline Park Ramgarh Farms & Resort,Emaar gurgaon greens is one of gurgaon's most sought after destination for apartments and this 4 bhk flat in sector 102 gurgaon is your opportunity to be a part of this community. This residential flat is east-Facing direction. The flat occupies a super built up area of 3200 sq.Ft. That consists of ...,"['18 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",Centrally Air Conditioned Water purifier Security  Fire Alarm Power Back-up Private Garden  Terrace Intercom Facility Lift High Ceiling Height Maintenance Staff False Ceiling Lighting Water Storage Separate entry for servant room No open drainage around Internetwi-fi connectivity Visitor Parking Swimming Pool Park Security Personnel Natural Light Airy Rooms Spacious Interiors Low Density Society Waste Disposal Rain Water Harvesting Water softening plant Shopping Centre Fitness Centre  GYM Club house  Community Center,L76765845,"4 BHK flat in  Emaar Gurgaon Greens ,  Sector 102",102
"3 BHK Flatin Sector 37D, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bptp-park-generations-sector-37d-gurgaon-2200-sq-ft-r8-spid-A62501724,3.9,  BPTP Park Generations,2.2,2200.0,1833.0,3 Bedrooms,3 Bathrooms,Pooja Room,"BPTP Park Generations Sector 37D, Gurgaon",19th   of 19 Floors,North,1 to 5 Year Old,Gurgaon Dreamz Mall Dwarka Expressway Gurugram Road Suncity School Sunrise University Sethi Hospital Indira Gandhi International Airport Gurgaon Railway Station Infinity Business Park Nehru Stadium,"Ready to move in flat in sector 37d gurgaon. Call only serious buyer . We have multiple option in this location.The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convenient.
Full power backup is available.
There is also a separate...","['5 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",Water purifier Security  Fire Alarm Feng Shui  Vaastu Compliant Private Garden  Terrace Intercom Facility Lift Maintenance Staff Water Storage No open drainage around Bank Attached Property Internetwi-fi connectivity Recently Renovated Visitor Parking Swimming Pool Park Security Personnel Natural Light Airy Rooms Spacious Interiors Waste Disposal Rain Water Harvesting Water softening plant Shopping Centre Fitness Centre  GYM Club house  Community Center,A62501724,"3 BHK flat in  BPTP Park Generations ,  Sector 37D",37
